84,53,258513,10319,2016,13110,17488,10330,2242,755, 0, 0, 1
69,40,171098,52021,15093,13336,12973,3197,5539,2963, 0, 0, 1
61,41,169208,24672,17082,9037,3525,5025,2389,1271, 0, 0, 1
61,41,673850,46087,9846,20236,5975,14479,2667,1398, 0, 0, 1
34,41,753781,339436,118873,27403,10740,13284,1989,1551, 0, 0, 1
37,51,790865,88655,37409,79845,15515,10312,11331,5019, 0, 0, 1
47,54,509063,24480,44959,14132,13671,23959,9408,6569, 0, 0, 1
40,38,774767,260778,5920,79573,14114,12606,7833,3619, 0, 0, 1
44,41,256978,29873,1270,9136,2926,3966,3363,1042, 0, 0, 1
43,47,249532,29235,15797,95176,16867,14601,17421,1688, 0, 0, 1
51,53,101989,28411,31378,43668,19170,27408,9613,1535, 0, 0, 1
69,61,81815,7867,3661,14150,11773,6117,1542,633, 0, 0, 1
69,61,907352,22132,13413,8582,6571,4699,3242,3104, 0, 0, 1
64,54,134648,39155,3900,2685,5214,3158,3003,741, 0, 0, 1
67,47,30731,40900,30871,24536,21377,13762,8954,3771, 0, 0, 1
66,53,117384,5923,888,581,717,704,198,222, 0, 0, 1
54,53,93606,24011,27221,13950,11066,5180,1504,1434, 0, 0, 1
54,53,1217926,2246757,207441,24081,142372,183436,66180,52543, 0, 0, 1
27,34,110667,54144,3147,7668,3875,736,653,220, 0, 0, 1
34,35,61143,84953,17574,51691,12429,30058,3819,3049, 0, 0, 1
29,41,619579,39762,8020,9722,4087,3748,1619,346, 0, 0, 1
38,41,617925,51246,31813,57619,9012,26460,8972,2711, 0, 0, 1
61,63,58534,29486,34282,68231,7729,15098,15466,3173, 0, 0, 1
43,63,364448,148136,44519,55197,15534,8080,21630,4384, 0, 0, 1
41,80,31984,36684,12669,91229,2796,7001,5082,4129, 0, 0, 1
60,30,19748,78770,23246,29367,20136,13436,10199,5181, 0, 0, 1
57,34,83541,59278,8021,51906,11156,12533,8245,2282, 0, 0, 1
69,43,72492,12452,13621,12609,14227,21535,15470,7497, 0, 0, 1
69,56,39908,46918,40299,41316,8009,13192,10874,2825, 0, 0, 1
74,67,111402,21730,22997,54914,9718,12529,8075,4390, 0, 0, 1
69,74,1268408,45715,20548,68776,15166,11220,12894,3811, 0, 0, 1
48,78,46968,63370,69458,24070,23689,10758,18024,7453, 0, 0, 1
51,77,53057,24776,30958,13457,12645,9342,13333,2394, 0, 0, 1
47,66,585380,102996,47915,37269,26638,14043,11755,5809, 0, 0, 1
